56,2000,2000,0
61,2000,2100,0
68,2300,2000,0
80,2350,2000,0
84,2400,2100,0
87,2400,2200,0
92,2459,2175,0
104,2500,2100,0
108,2586,2300,0
116,2600,2250,0
128,2990,2600,0
142,3163,2750,0		
177,3000,2761,10
165,2900,2700,10
